race_name,category,climb_name,climb_url,length,steepness,top,km_before_finnish
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,140.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,128.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,115.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,103.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,90.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,77.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,65.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,52.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,40.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,27.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,14.0
gp-quebec,42.353 km/h,Côte des Glacis,location/cote-des-glacis,0.4,6.3,40.0,2.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,109.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,10.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,22.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,35.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,47.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,59.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,72.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,84.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,96.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,207.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,121.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,133.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,146.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,158.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,170.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,182.0
gp-montréal,38.221 km/h,Côte Camillien-Houde,location/cote-camillien-houde,2.3,6.2,208.0,195.0
il-lombardia,41.922 km/h,Colma di Sormano,location/colma-di-sormano,13.1,6.5,1114.0,42.0
il-lombardia,41.922 km/h,Selvino,location/selvino,11.4,5.5,948.0,199.0
il-lombardia,41.922 km/h,Valpiana,location/valpiana-bergamo,10.4,6.1,995.0,148.0
il-lombardia,41.922 km/h,Madonna del Ghisallo,location/madonna-del-ghisallo,8.1,3.7,755.0,78.0
il-lombardia,41.922 km/h,Forcellino di Bianzano,location/forcellino-di-bianzano,6.3,5.1,664.0,225.0
il-lombardia,41.922 km/h,Sella di Osigo,location/sella-di-osigo,5.1,5.6,497.0,90.0
il-lombardia,41.922 km/h,Colle di Berbenno,location/berbenno,4.5,6.2,693.0,168.0
il-lombardia,41.922 km/h,San Fermo della Battaglia,location/san-fermo-della-battaglia,2.8,6.6,402.0,5.0
tour-of-guangxi,46.872 km/h,Nachao,location/nachao,5.3,6.1,571.0,163.0
tour-of-guangxi,46.872 km/h,Nongla Scenic Area Parking Lot,location/nongla-scenic-area,3.3,6.7,469.0,2.0
tour-of-guangxi,46.872 km/h,Qingxiushan Scenic Songtao Rd.,location/qingxiushan,1.3,12.0,238.0,128.0
tour-of-guangxi,46.872 km/h,Qingxiushan Scenic Songtao Rd.,location/qingxiushan,1.3,12.0,238.0,74.0
tour-of-guangxi,46.872 km/h,Qingxiushan Scenic Songtao Rd.,location/qingxiushan,1.3,12.0,238.0,19.0
